heading,word1UI,word1,word2UI,word2
,D010242,paraldeído,D000927,anticonvulsivantes
,D010248,parametasona,D000893,anti-inflamatórios
,D010248,parametasona,D005938,glucocorticoides
,D010261,paraoxon,D007306,inseticidas
,D010269,paraquat,D006540,herbicidas
,D010278,paration,D007306,inseticidas
,D010293,pargilina,D000959,anti-hipertensivos
,D010303,paromomicina,D000900,antibacterianos
,D010303,paromomicina,D000981,antiprotozoários
,D010365,patulina,D009153,mutagênicos
,D010365,patulina,D011042,venenos
,D010393,pempidina,D000959,anti-hipertensivos
,D010394,pembutolol,D000959,anti-hipertensivos
,D010395,penfluridol,D014150,antipsicóticos
,D010396,penicilamina,D000931,antídotos
,D010396,penicilamina,D002614,quelantes
,D010396,penicilamina,D018501,antirreumáticos
,D010406,penicilinas,D000900,antibacterianos
,D010416,pentaclorofenol,D006540,herbicidas
,D010416,pentaclorofenol,D007306,inseticidas
,D010416,pentaclorofenol,D010575,praguicidas
,D010416,pentaclorofenol,D011042,venenos
,D010416,pentaclorofenol,D014475,desacopladores
,D010419,pentamidina,D000935,antifúngicos
,D010419,pentamidina,D000981,antiprotozoários
,D010419,pentamidina,D014344,tripanossomicidas
,D010423,pentazocina,D009294,entorpecentes
,D010431,pentoxifilina,D014665,vasodilatadores
,D010433,pentilenotetrazol,D003292,convulsivantes
,D010464,perazina,D014150,antipsicóticos
,D010480,perexilina,D014665,vasodilatadores
,D010545,peróxidos,D016877,oxidantes
,D010546,perfenazina,D014150,antipsicóticos
,D010577,vaselina,D004643,emolientes
,D010590,faloidina,D011042,venenos
,D010620,fenazocina,D009294,entorpecentes
,D010622,fenciclidina,D006213,alucinógenos
,D010624,fenelzina,D000928,antidepressivos
,D010629,fenformin,D007004,hipoglicemiantes
,D010630,fenindiona,D000925,anticoagulantes
,D010632,feniramina,D000982,antipruriginosos
,D010632,feniramina,D018926,antialérgicos
,D010633,fenmetrazina,D013566,simpatomiméticos
,D010634,fenobarbital,D000927,anticonvulsivantes
,D010635,fenolftaleínas,D002400,catárticos
,D010635,fenolftaleínas,D004396,corantes
,D010637,fenolsulfonaftaleína,D004396,corantes
,D010638,fenoperidina,D009294,entorpecentes
,D010643,fenoxibenzamina,D000959,anti-hipertensivos
,D010643,fenoxibenzamina,D014665,vasodilatadores
,D010644,femprocumona,D000925,anticoagulantes
,D010645,fentermina,D013566,simpatomiméticos
,D010645,fentermina,D018663,adrenérgicos
,D010646,fentolamina,D000959,anti-hipertensivos
,D010656,fenilefrina,D002316,cardiotônicos
,D010656,fenilefrina,D009184,midriáticos
,D010656,fenilefrina,D013566,simpatomiméticos
,D010656,fenilefrina,D014662,vasoconstritores
,D010665,fenilpropanolamina,D013566,simpatomiméticos
,D010672,fenitoína,D000927,anticonvulsivantes
,D010702,forato,D007306,inseticidas
,D010706,fosmet,D007306,inseticidas
,D010707,fosfamidona,D007306,inseticidas
,D010725,fosfocreatina,D002316,cardiotônicos
,D010746,fosfonoacetato,D000998,antivirais
,D010773,leptofós,D007306,inseticidas
,D010803,fisalemina,D018377,neurotransmissores
,D010830,fisostigmina,D008916,mióticos
,D010835,fito-hemaglutininas,D008934,mitógenos
,D010844,picibanil,D000970,antineoplásicos
,D010846,picloram,D006540,herbicidas
,D010852,picrotoxina,D000931,antídotos
,D010852,picrotoxina,D003292,convulsivantes
,D010862,pilocarpina,D008916,mióticos
,D010866,natamicina,D000900,antibacterianos
,D010866,natamicina,D000935,antifúngicos
,D010868,pimozida,D014150,antipsicóticos
,D010868,pimozida,D018726,antidiscinéticos
,D010869,pindolol,D000959,anti-hipertensivos
,D010869,pindolol,D014665,vasodilatadores
,D010878,piperacilina,D000900,antibacterianos
,D010883,piperoxano,D000959,anti-hipertensivos
,D010889,piracetam,D018697,nootrópicos
,D010890,pirenzepina,D000897,antiulcerosos
,D010891,piribedil,D000978,antiparkinsonianos
,D010892,pirinitramida,D009294,entorpecentes
,D010917,pivampicilina,D000900,antibacterianos
,D010918,pizotilina,D000928,antidepressivos
,D010958,plasminogênio,D005343,fibrinolíticos
,D011033,podofilina,D002424,cáusticos
,D011033,podofilina,D007641,ceratolíticos
,D011034,podofilotoxina,D007641,ceratolíticos
,D011060,poloxaleno,D002400,catárticos
,D011060,poloxaleno,D004202,desinfetantes
,D011060,poloxaleno,D013501,tensoativos
,D011092,polietilenoglicóis,D012997,solventes
,D011092,polietilenoglicóis,D013501,tensoativos
,D011113,polimixinas,D000900,antibacterianos
,D011139,politiazida,D000959,anti-hipertensivos
,D011139,politiazida,D004232,diuréticos
,D011217,practolol,D000889,antiarrítmicos
,D011219,prajmalina,D000889,antiarrítmicos
,D011222,prazepam,D014151,ansiolíticos
,D011223,praziquantel,D000871,anti-helmínticos
,D011224,prazosina,D000959,anti-hipertensivos
,D011239,prednisolona,D000893,anti-inflamatórios
,D011239,prednisolona,D005938,glucocorticoides
,D011241,prednisona,D000893,anti-inflamatórios
,D011241,prednisona,D005938,glucocorticoides
,D011280,pregnanolona,D000777,anestésicos
,D011294,prenalterol,D002316,cardiotônicos
,D011294,prenalterol,D013566,simpatomiméticos
,D011299,prenilamina,D014665,vasodilatadores
,D011299,prenilamina,D018663,adrenérgicos
,D011319,primaquina,D000962,antimaláricos
,D011324,primidona,D000927,anticonvulsivantes
,D011339,probenecid,D014528,uricosúricos
,D011341,probucol,D000924,anticolesterolemiantes
,D011341,probucol,D000975,antioxidantes
,D011342,procainamida,D000889,antiarrítmicos
,D011344,procarbazina,D000970,antineoplásicos
,D011345,fenofibrato,D000960,hipolipemiantes
,D011346,proclorperazina,D000932,antieméticos
,D011346,proclorperazina,D014150,antipsicóticos
,D011352,prociclidina,D000978,antiparkinsonianos
,D011353,prodigiosina,D000900,antibacterianos
,D011374,progesterona,D011372,progestinas
,D011377,proglumida,D000897,antiulcerosos
,D011395,promazina,D000932,antieméticos
,D011395,promazina,D014150,antipsicóticos
,D011396,isopromedol,D009294,entorpecentes
,D011398,prometazina,D000982,antipruriginosos
,D011398,prometazina,D018926,antialérgicos
,D011400,prometrina,D006540,herbicidas
,D011405,propafenona,D000889,antiarrítmicos
,D011411,propanil,D006540,herbicidas
,D011413,propantelina,D000897,antiulcerosos
,D011419,propídio,D004396,corantes
,D011420,propiolactona,D004202,desinfetantes
,D011429,própole,D000890,anti-infecciosos
,D011431,dextropropoxifeno,D009294,entorpecentes
,D011433,dexpropanolol,D000889,antiarrítmicos
,D011433,dexpropanolol,D000959,anti-hipertensivos
,D011433,dexpropanolol,D014665,vasodilatadores
,D011441,propiltiouracila,D000963,antimetabólitos
,D011441,propiltiouracila,D013956,antitireóideos
,D011442,proscilaridina,D002316,cardiotônicos
,D011447,prospídio,D000970,antineoplásicos
,D011447,prospídio,D018501,antirreumáticos
,D011464,epoprostenol,D000959,anti-hipertensivos
,D011515,protionamida,D000995,antituberculosos
,D011526,veratetrina,D000959,anti-hipertensivos
,D011562,psilocibina,D006213,alucinógenos
,D011620,isogel,D002400,catárticos
,D011691,puromicina,D014344,tripanossomicidas
,D011715,pirantel,D000969,antinematódeos
,D011718,pirazinamida,D000995,antituberculosos
,D011722,piretrinas,D007306,inseticidas
,D011727,piridinolcarbamato,D000960,hipolipemiantes
,D011738,pirilamina,D018926,antialérgicos
,D011739,pirimetamina,D000962,antimaláricos
,D011739,pirimetamina,D000981,antiprotozoários
,D011745,piritiamina,D000963,antimetabólitos
,D011748,pirogalol,D000975,antioxidantes
,D011754,pironina,D004396,corantes
,D011764,pirrolnitrina,D000935,antifúngicos
,D011794,quercetina,D000975,antioxidantes
,D011796,quinacrina,D000923,anticestoides
,D011796,quinacrina,D000962,antimaláricos
,D011796,quinacrina,D000969,antinematódeos
,D011796,quinacrina,D000970,antineoplásicos
,D011800,quinestrol,D004967,estrogênios
,D011802,quinidina,D000889,antiarrítmicos
,D011802,quinidina,D000962,antimaláricos
,D011803,quinina,D000962,antimaláricos
,D011814,quipazina,D010120,ocitócicos
,D011888,rafoxanida,D000969,antinematódeos
,D011888,rafoxanida,D000980,antiplatelmínticos
,D011899,ranitidina,D000897,antiulcerosos
,D011929,razoxano,D050256,antimitóticos
,D012103,batroxobina,D005343,fibrinolíticos
,D012103,batroxobina,D006490,hemostáticos
,D012110,reserpina,D000959,anti-hipertensivos
,D012110,reserpina,D014150,antipsicóticos
,D012254,ribavirina,D000963,antimetabólitos
,D012254,ribavirina,D000998,antivirais
,D012271,ribostamicina,D000900,antibacterianos
,D012293,rifampina,D007917,hansenostáticos
,D012294,rifamicinas,D000900,antibacterianos
,D012299,rimantadina,D000998,antivirais
,D012310,ristocetina,D000900,antibacterianos
,D012312,ritodrina,D013566,simpatomiméticos
,D012312,ritodrina,D015149,tocolíticos
,D012370,robenidina,D003049,coccidiostáticos
,D012382,rolitetraciclina,D000900,antibacterianos
,D012385,ronidazole,D000981,antiprotozoários
,D012402,rotenona,D007306,inseticidas
,D012402,rotenona,D014475,desacopladores
,D012406,roxarsona,D000900,antibacterianos
,D012406,roxarsona,D003049,coccidiostáticos
,D012427,rutamicina,D000900,antibacterianos
,D012427,rutamicina,D000935,antifúngicos
,D012427,rutamicina,D014475,desacopladores
,D012439,sacarina,D013549,edulcorantes
,D012460,sulfassalazina,D000890,anti-infecciosos
,D012460,sulfassalazina,D018501,antirreumáticos
,D012500,santonina,D000969,antinematódeos
,D012530,saxitoxina,D011042,venenos
,D012601,escopolamina,D000932,antieméticos
,D012601,escopolamina,D009184,midriáticos
,D012633,secretina,D006728,hormônios
,D012642,selegilina,D000928,antidepressivos
,D012642,selegilina,D000978,antiparkinsonianos
,D012643,selênio,D000975,antioxidantes
,D012643,selênio,D014131,oligoelementos
,D012721,carbaril,D007306,inseticidas
,D012825,silício,D014131,oligoelementos
,D012838,silimarina,D000975,antioxidantes
,D012839,simazina,D006540,herbicidas
,D012841,simeticone,D000934,antiespumantes
,D012841,simeticone,D004643,emolientes
,D012853,sisomicina,D000900,antibacterianos
,D012999,soman,D003292,convulsivantes
,D013004,somatostatina,D006728,hormônios
,D013012,sorbitol,D002400,catárticos
,D013012,sorbitol,D013549,edulcorantes
,D013015,sotalol,D000889,antiarrítmicos
,D013015,sotalol,D013565,simpatolíticos
,D013034,esparteína,D000889,antiarrítmicos
,D013034,esparteína,D010120,ocitócicos
,D013134,espiperona,D014150,antipsicóticos
,D013148,espironolactona,D004232,diuréticos
,D013184,sq-18506,D012556,esquistossomicidas
,D013184,sq-18506,D014344,tripanossomicidas
,D013196,di-hidrotestosterona,D000728,androgênios
,D013197,estanozolol,D000728,androgênios
,D013197,estanozolol,D045930,anabolizantes
,D013300,estreptoquinase,D005343,fibrinolíticos
,D013307,estreptomicina,D000900,antibacterianos
,D013310,estreptovaricina,D000900,antibacterianos
,D013310,estreptovaricina,D000998,antivirais
,D013328,estrofantinas,D002316,cardiotônicos
,D013331,estricnina,D003292,convulsivantes
,D013331,estricnina,D011042,venenos
,D013331,estricnina,D018684,glicinérgicos
,D013392,sucralfato,D000897,antiulcerosos
,D013395,sacarose,D013549,edulcorantes
,D013407,sulbactam,D000900,antibacterianos
,D013408,sulbenicilina,D000900,antibacterianos
,D013409,sulfacetamida,D000900,antibacterianos
,D013410,sulfacloropiridazina,D000890,anti-infecciosos
,D013411,sulfadiazina,D000900,antibacterianos
,D013411,sulfadiazina,D000981,antiprotozoários
,D013411,sulfadiazina,D003049,coccidiostáticos
,D013412,sulfadimetoxina,D000890,anti-infecciosos
,D013413,sulfadoxina,D000890,anti-infecciosos
,D013413,sulfadoxina,D000962,antimaláricos
,D013414,sulfaguanidina,D000890,anti-infecciosos
,D013415,sulfaleno,D000890,anti-infecciosos
,D013415,sulfaleno,D000962,antimaláricos
,D013416,sulfamerazina,D000900,antibacterianos
,D013417,sulfameter,D000890,anti-infecciosos
,D013417,sulfameter,D007917,hansenostáticos
,D013418,sulfametazina,D000890,anti-infecciosos
,D013419,sulfametizol,D000890,anti-infecciosos
,D013420,sulfametoxazol,D000890,anti-infecciosos
,D013421,sulfametoxipiridazina,D000900,antibacterianos
,D013422,sulfamonometoxina,D000890,anti-infecciosos
,D013423,sulfamoxol,D000890,anti-infecciosos
,D013424,sulfanilamidas,D000890,anti-infecciosos
,D013426,sulfafenazol,D000890,anti-infecciosos
,D013427,sulfapiridina,D000890,anti-infecciosos
,D013428,sulfaquinoxalina,D000890,anti-infecciosos
,D013428,sulfaquinoxalina,D000981,antiprotozoários
,D013432,sulfatiazóis,D000890,anti-infecciosos
,D013442,sulfimpirazona,D014528,uricosúricos
,D013443,sulfisomidina,D000890,anti-infecciosos
,D013444,sulfisoxazol,D000890,anti-infecciosos
,D013448,sulfobromoftaleína,D004396,corantes
,D013467,sulindaco,D000970,antineoplásicos
,D013468,suloctidil,D014665,vasodilatadores
,D013469,sulpirida,D014150,antipsicóticos
,D013481,superóxidos,D016877,oxidantes
,D013498,suramina,D000969,antinematódeos
,D013498,suramina,D000970,antineoplásicos
,D013498,suramina,D014344,tripanossomicidas
,D013578,sinefrina,D013566,simpatomiméticos
,D013578,sinefrina,D014662,vasoconstritores
,D013619,tacrina,D010277,parassimpatomiméticos
,D013619,tacrina,D018697,nootrópicos
,D013626,talampicilina,D000900,antibacterianos
,D013627,talco,D051520,antiperspirantes
,D013645,tartrazina,D004396,corantes
,D013693,temazepam,D014151,ansiolíticos
,D013713,teniposídeo,D000970,antineoplásicos
,D013722,teprotida,D000959,anti-hipertensivos
,D013726,terbutalina,D001993,broncodilatadores
,D013726,terbutalina,D013566,simpatomiméticos
,D013726,terbutalina,D015149,tocolíticos
,D013739,testosterona,D000728,androgênios
,D013750,tetracloroetileno,D002273,carcinógenos
,D013750,tetracloroetileno,D012997,solventes
,D013751,tetraclorvinfos,D007306,inseticidas
,D013752,tetraciclina,D000900,antibacterianos
,D013759,dronabinol,D006213,alucinógenos
,D013759,dronabinol,D011619,psicotrópicos
,D013767,tetra-hidrouridina,D000963,antimetabólitos
,D013774,tetranitrometano,D016877,oxidantes
,D013779,tetrodotoxina,D011042,venenos
,D013792,talidomida,D007166,imunossupressores
,D013792,talidomida,D007917,hansenostáticos
,D013792,talidomida,D013723,teratogênios
,D013797,tebaína,D003292,convulsivantes
,D013797,tebaína,D009294,entorpecentes
,D013804,tenoiltrifluoracetona,D002614,quelantes
,D013805,teobromina,D001993,broncodilatadores
,D013805,teobromina,D014665,vasodilatadores
,D013806,teofilina,D001993,broncodilatadores
,D013806,teofilina,D014665,vasodilatadores
,D013827,tiabendazol,D000871,anti-helmínticos
,D013828,tioacetazona,D000995,antituberculosos
,D013839,tianfenicol,D000900,antibacterianos
,D013845,tienamicinas,D000900,antibacterianos
,D013847,tietilperazina,D000932,antieméticos
,D013868,tioinosina,D007166,imunossupressores
,D013874,tiopental,D000927,anticonvulsivantes
,D013875,tiofanato,D000871,anti-helmínticos
,D013875,tiofanato,D000969,antinematódeos
,D013881,tioridazina,D014150,antipsicóticos
,D013883,tioestreptona,D000900,antibacterianos
,D013888,tiotixeno,D014150,antipsicóticos
,D013889,tiouracila,D013956,antitireóideos
,D013889,tiouracila,D014665,vasodilatadores
,D013891,tiouridina,D000963,antimetabólitos
,D013893,tiram,D009153,mutagênicos
,D013917,trombina,D006490,hemostáticos
,D013925,tromboplastina,D006490,hemostáticos
,D013943,timol,D000890,anti-infecciosos
,D013943,timol,D000935,antifúngicos
,D013944,timolftaleína,D004396,corantes
,D013948,moxisilita,D008916,mióticos
,D013948,moxisilita,D013565,simpatolíticos
,D013948,moxisilita,D014665,vasodilatadores
,D013982,brl-2288,D000900,antibacterianos
,D013988,ticlopidina,D005343,fibrinolíticos
,D013989,ticrinafeno,D000959,anti-hipertensivos
,D013989,ticrinafeno,D004232,diuréticos
,D013989,ticrinafeno,D014528,uricosúricos
,D013992,tiletamina,D000927,anticonvulsivantes
,D013993,tilidina,D009294,entorpecentes
,D013994,tilorona,D000893,anti-inflamatórios
,D013994,tilorona,D000970,antineoplásicos
,D013994,tilorona,D000998,antivirais
,D013999,blocadren,D000889,antiarrítmicos
,D013999,blocadren,D000959,anti-hipertensivos
,D014001,estanho,D014131,oligoelementos
,D014011,tinidazol,D000477,alquilantes
,D014011,tinidazol,D000900,antibacterianos
,D014011,tinidazol,D000994,antitricômonas
,D014031,tobramicina,D000900,antibacterianos
,D014032,todralazina,D000959,anti-hipertensivos
,D014042,tolazamida,D007004,hipoglicemiantes
,D014043,tolazolina,D000959,anti-hipertensivos
,D014043,tolazolina,D014665,vasodilatadores
,D014044,tolbutamida,D007004,hipoglicemiantes
,D014047,tolnaftato,D000935,antifúngicos
,D014050,tolueno,D012997,solventes
,D014053,tomatina,D000890,anti-infecciosos
,D014053,tomatina,D000935,antifúngicos
,D014112,toxafeno,D007306,inseticidas
,D014144,tragacanto,D005079,excipientes
,D014147,tramadol,D009294,entorpecentes
,D014191,tranilcipromina,D000928,antidepressivos
,D014191,tranilcipromina,D014151,ansiolíticos
,D014192,trapidil,D014665,vasodilatadores
,D014196,trazodona,D014151,ansiolíticos
,D014212,tretinoína,D000970,antineoplásicos
,D014212,tretinoína,D007641,ceratolíticos
,D014213,tretoquinol,D001993,broncodilatadores
,D014213,tretoquinol,D013566,simpatomiméticos
,D014214,trialato,D006540,herbicidas
,D014215,triacetina,D000935,antifúngicos
,D014215,triacetina,D012997,solventes
,D014217,troleandomicina,D000900,antibacterianos
,D014221,triancinolona,D000893,anti-inflamatórios
,D014221,triancinolona,D005938,glucocorticoides
,D014223,triantereno,D004232,diuréticos
,D014229,triazolam,D014151,ansiolíticos
,D014236,triclorfon,D000871,anti-helmínticos
,D014236,triclorfon,D007306,inseticidas
,D014237,triclormetiazida,D000959,anti-hipertensivos
,D014237,triclormetiazida,D004232,diuréticos
,D014241,tricloroetileno,D012997,solventes
,D014266,trientina,D002614,quelantes
,D014268,triftazina,D000932,antieméticos
,D014268,triftazina,D014150,antipsicóticos
,D014271,trifluridina,D000963,antimetabólitos
,D014271,trifluridina,D000998,antivirais
,D014272,trifluperidol,D014150,antipsicóticos
,D014273,triflupromazina,D000932,antieméticos
,D014273,triflupromazina,D014150,antipsicóticos
,D014274,trifluralina,D006540,herbicidas
,D014282,triexifenidil,D000978,antiparkinsonianos
,D014287,trimebutina,D010276,parassimpatolíticos
,D014289,trimedoxima,D000931,antídotos
,D014290,metipranolol,D000889,antiarrítmicos
,D014290,metipranolol,D000959,anti-hipertensivos
,D014290,metipranolol,D013565,simpatolíticos
,D014291,trimeprazina,D000982,antipruriginosos
,D014292,trimetazidina,D014665,vasodilatadores
,D014293,trimetadiona,D000927,anticonvulsivantes
,D014294,trimetafano,D000959,anti-hipertensivos
,D014295,trimetoprima,D000962,antimaláricos
,D014295,trimetoprima,D018726,antidiscinéticos
,D014308,triparanol,D000960,hipolipemiantes
,D014309,tripelenamina,D018926,antialérgicos
,D014311,triprolidina,D018926,antialérgicos
,D014325,trometamina,D002021,tampões
,D014325,trometamina,D005079,excipientes
,D014331,tropicamida,D009184,midriáticos
,D014415,tunicamicina,D000900,antibacterianos
,D014415,tunicamicina,D000998,antivirais
,D014425,terebintina,D007509,irritantes
,D014425,terebintina,D012997,solventes
,D014439,tiramina,D013566,simpatomiméticos
,D014440,tirocidina,D000900,antibacterianos
,D014449,tirotricina,D000900,antibacterianos
,D014451,ubiquinona,D018977,micronutrientes
,D014494,unitiol,D000931,antídotos
,D014494,unitiol,D002614,quelantes
,D014520,uretana,D000970,antineoplásicos
,D014520,uretana,D002273,carcinógenos
,D014634,valinomicina,D000900,antibacterianos
,D014634,valinomicina,D007476,ionóforos
,D014639,vanádio,D014131,oligoelementos
,D014640,vancomicina,D000900,antibacterianos
,D014667,vasopressinas,D006490,hemostáticos
,D014667,vasopressinas,D014662,vasoconstritores
,D014667,vasopressinas,D050034,antidiuréticos
,D014668,vasotocina,D010120,ocitócicos
,D014668,vasotocina,D014662,vasoconstritores
,D014688,peçonhas,D011042,venenos
,D014698,venturicidinas,D000935,antifúngicos
,D014698,venturicidinas,D014475,desacopladores
,D014700,verapamil,D000889,antiarrítmicos
,D014700,verapamil,D014665,vasodilatadores
,D014740,vidarabina,D000963,antimetabólitos
,D014740,vidarabina,D000998,antivirais
,D014749,vincamina,D000959,anti-hipertensivos
,D014749,vincamina,D014665,vasodilatadores
,D014756,viomicina,D000900,antibacterianos
,D014769,virginiamicina,D000900,antibacterianos
,D014859,varfarina,D000925,anticoagulantes
,D014859,varfarina,D012378,rodenticidas
,D014988,xipamida,D000959,anti-hipertensivos
,D014988,xipamida,D004232,diuréticos
,D014991,xilazina,D000700,analgésicos
,D014993,xilitol,D013549,edulcorantes
,D015032,zinco,D014131,oligoelementos
,D015041,flupirazapona,D014151,ansiolíticos
,D015049,zoxazolamina,D014528,uricosúricos
,D015057,1-naftilamina,D002273,carcinógenos
,D015073,2-acetilaminofluoreno,D002273,carcinógenos
,D015075,2-aminopurina,D000963,antimetabólitos
,D015081,2-naftilamina,D002273,carcinógenos
,D015082,"2,2'-dipiridil",D002614,quelantes
,D015093,meglutol,D000924,anticolesterolemiantes
,D015093,meglutol,D000960,hipolipemiantes
,D015101,"3,3'-diclorobenzidina",D002273,carcinógenos
,D015103,droxidopa,D000978,antiparkinsonianos
,D015104,"3,4-metilenodioxianfetamina",D006213,alucinógenos
,D015104,"3,4-metilenodioxianfetamina",D018490,serotoninérgicos
,D015107,4-butirolactona,D012997,solventes
,D015108,4-hidroxiaminoquinolina-1-óxido,D002273,carcinógenos
,D015108,4-hidroxiaminoquinolina-1-óxido,D009153,mutagênicos
,D015110,4-hidroxicumarinas,D000925,anticoagulantes
,D015112,4-nitroquinolina-1-óxido,D002273,carcinógenos
,D015112,4-nitroquinolina-1-óxido,D009153,mutagênicos
,D015113,"androstano-3,17-diol",D045930,anabolizantes
,D015114,androstenodiol,D045930,anabolizantes
,D015115,"5,6-di-hidroxitriptamina",D018490,serotoninérgicos
,D015116,"5,7-di-hidroxitriptamina",D018490,serotoninérgicos
,D015120,6-aminonicotinamida,D013723,teratogênios
,D015122,mercaptopurina,D000963,antimetabólitos
,D015122,mercaptopurina,D007166,imunossupressores
,D015123,"7,8-di-hidro-7,8-di-hidroxibenzo",D002273,carcinógenos
,D015123,"7,8-di-hidro-7,8-di-hidroxibenzo",D009153,mutagênicos
,D015127,"9,10-dimetil-1,2-benzantraceno",D002273,carcinógenos
,D015215,zidovudina,D000963,antimetabólitos
,D015224,didesoxinucleosídeos,D000963,antimetabólitos
,D015224,didesoxinucleosídeos,D000998,antivirais
,D015232,dinoprostona,D010120,ocitócicos
,D015237,dinoprosta,D010120,ocitócicos
,D015242,ofloxacino,D000900,antibacterianos
,D015248,genfibrozila,D000960,hipolipemiantes
,D015281,cefmenoxima,D000900,antibacterianos
,D015286,cassinina,D018377,neurotransmissores
,D015296,ceftizoxima,D000900,antibacterianos
,D015310,cefotiam,D000900,antibacterianos
,D015311,cefmetazol,D000900,antibacterianos
,D015313,cefotetan,D000900,antibacterianos
,D015320,taquicininas,D018377,neurotransmissores
,D015365,enoxacino,D000900,antibacterianos
,D015366,pefloxacina,D000900,antibacterianos
,D015376,nimustina,D000970,antineoplásicos
,D015378,imipenem,D000900,antibacterianos
,D015474,isotretinoína,D013723,teratogênios
,D015570,josamicina,D000900,antibacterianos
,D015572,espiramicina,D000900,antibacterianos
,D015572,espiramicina,D003049,coccidiostáticos
,D015575,roxitromicina,D000900,antibacterianos
,D015632,"1-metil-4-fenil-1,2,3,6-tetra-hidropiridina",D009498,neurotoxinas
,D015632,"1-metil-4-fenil-1,2,3,6-tetra-hidropiridina",D015259,dopaminérgicos
,D015644,miocamicina,D000900,antibacterianos
,D015645,tilosina,D000900,antibacterianos
,D015649,pentostatina,D000970,antineoplásicos
,D015655,1-metil-4-fenilpiridínio,D006540,herbicidas
,D015725,fluconazol,D000935,antifúngicos
,D015735,mifepristona,D008186,luteolíticos
,D015736,felodipino,D000889,antiarrítmicos
,D015736,felodipino,D000959,anti-hipertensivos
,D015736,felodipino,D014665,vasodilatadores
,D015737,nisoldipino,D000959,anti-hipertensivos
,D015737,nisoldipino,D014665,vasodilatadores
,D015738,famotidina,D000897,antiulcerosos
,D015739,nocodazol,D000970,antineoplásicos
,D015760,alfentanil,D009294,entorpecentes
,D015764,bepridil,D000889,antiarrítmicos
,D015764,bepridil,D000959,anti-hipertensivos
,D015764,bepridil,D014665,vasodilatadores
,D015766,albendazol,D000871,anti-helmínticos
,D015766,albendazol,D000923,anticestoides
,D015766,albendazol,D000981,antiprotozoários
,D015767,mefloquina,D000962,antimaláricos
,D015773,enalaprilato,D000959,anti-hipertensivos
,D015774,ganciclovir,D000998,antivirais
,D015784,betaxolol,D000959,anti-hipertensivos
,D015784,betaxolol,D013565,simpatolíticos
,D015790,cefonicida,D000900,antibacterianos
,D015847,interleucina-4,D000970,antineoplásicos
,D015847,interleucina-4,D018501,antirreumáticos
,D015939,kitasamicina,D000900,antibacterianos
,D016047,zalcitabina,D000963,antimetabólitos
,D016048,didesoxiadenosina,D000963,antimetabólitos
,D016048,didesoxiadenosina,D000998,antivirais
,D016049,didanosina,D000963,antimetabólitos
,D016190,carboplatina,D000970,antineoplásicos
,D016255,anistreplase,D005343,fibrinolíticos
,D016285,iloprosta,D014665,vasodilatadores
,D016293,moricizina,D000889,antiarrítmicos
,D016316,guanfacina,D000959,anti-hipertensivos
,D016559,tacrolimo,D007166,imunossupressores
,D016567,nizatidina,D000897,antiulcerosos
,D016572,ciclosporina,D000935,antifúngicos
,D016572,ciclosporina,D007166,imunossupressores
,D016572,ciclosporina,D018501,antirreumáticos
,D016576,fleroxacino,D000890,anti-infecciosos
,D016589,astemizol,D018926,antialérgicos
,D016590,afidicolina,D000998,antivirais
,D016595,misoprostol,D000897,antiulcerosos
,D016595,misoprostol,D010120,ocitócicos
,D016597,trimetrexato,D000935,antifúngicos
,D016620,emprostila,D000897,antiulcerosos
,D016627,oxidopamina,D013565,simpatolíticos
,D016627,oxidopamina,D018663,adrenérgicos
,D016630,rioprostila,D000897,antiulcerosos
,D016644,cantaxantina,D000975,antioxidantes
,D016666,fluvoxamina,D014151,ansiolíticos
,D016670,gabexato,D000925,anticoagulantes
,D016677,tocainide,D000889,antiarrítmicos
,D016685,mitomicina,D000477,alquilantes
,D016700,encainida,D000889,antiarrítmicos
,D016712,mupirocina,D000900,antibacterianos
,D016713,ritanserina,D014150,antipsicóticos
,D016713,ritanserina,D014151,ansiolíticos
,D016853,muromonab-cd3,D007166,imunossupressores
,D016898,interferon-alfa,D000998,antivirais
,D017035,pravastatina,D000924,anticolesterolemiantes
,D017135,desogestrel,D011372,progestinas
,D017137,nonoxinol,D013089,espermicidas
,D017137,nonoxinol,D013501,tensoativos
,D017245,foscarnet,D000998,antivirais
,D017255,acitretina,D007641,ceratolíticos
,D017257,ramipril,D000959,anti-hipertensivos
,D017265,procaterol,D001993,broncodilatadores
,D017265,procaterol,D013566,simpatomiméticos
,D017272,celiprolol,D000889,antiarrítmicos
,D017272,celiprolol,D000959,anti-hipertensivos
,D017272,celiprolol,D013566,simpatomiméticos
,D017272,celiprolol,D014665,vasodilatadores
,D017275,isradipino,D000959,anti-hipertensivos
,D017275,isradipino,D014665,vasodilatadores
,D017291,claritromicina,D000900,antibacterianos
,D017294,ondansetron,D000932,antieméticos
,D017294,ondansetron,D000982,antipruriginosos
,D017294,ondansetron,D014150,antipsicóticos
,D017294,ondansetron,D014151,ansiolíticos
,D017298,bisoprolol,D000959,anti-hipertensivos
,D017298,bisoprolol,D013565,simpatolíticos
,D017311,anlodipino,D000959,anti-hipertensivos
,D017311,anlodipino,D014665,vasodilatadores
,D017313,fenretinida,D000970,antineoplásicos
,D017313,fenretinida,D016588,anticarcinógenos
,D017315,cilazapril,D000959,anti-hipertensivos
